Item,Item Name,Item Group,Warehouse,Stock UOM,Balance Qty,Balance Value,Opening Qty,Opening Value,In Qty,In Value,Out Qty,Out Value,Valuation Rate,Reserved Stock,Company
Ura Clear Tea,Ura Clear Tea,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,211,630450,266,792700,0,0,55,162250,2987.915,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,37,92500,37,92500,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,116,342200,116,342200,0,0,0,0,2950,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,366,1079700,388,1144600,0,0,22,64900,2950,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,302,3533000,324,3931800,0,0,22,398800,11698.675,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,1154,2460000,1266,2684000,0,0,112,224000,2131.716,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,71,295000,71,295000,0,0,0,0,4154.93,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,64,320000,64,320000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Okoli Nnaemeka Augustine Logistics - Novacare Ltd - NL,Nos,410,1209500,532,1569400,0,0,122,359900,2950,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,8,24000,8,24000,0,0,0,0,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,9,45000,9,45000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,198,584100,209,616550,0,0,11,32450,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,12,19200,12,19200,0,0,0,0,1600,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,228,680600,269,801550,0,0,41,120950,2985.088,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,22,44000,22,44000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,34,170000,34,170000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,15,45000,15,45000,0,0,0,0,3000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,24,48000,24,48000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,29,58000,29,58000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,540,1609000,243,716850,320,960000,23,67850,2979.63,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,181,533950,186,548700,0,0,5,14750,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,23,57500,23,57500,0,0,0,0,2500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,12,24000,12,24000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,8,16000,8,16000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,21,105000,22,110000,0,0,1,5000,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,192,566400,202,595900,0,0,10,29500,2950,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,17,34000,17,34000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,28,70000,28,70000,0,0,0,0,2500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,87,435000,87,435000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,8,16000,8,16000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,8,40000,8,40000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,203,609000,252,756000,0,0,49,147000,3000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,35,87500,35,87500,0,0,0,0,2500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,13,279500,13,279500,0,0,0,0,21500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,292,876000,312,936000,0,0,20,60000,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,26,130000,26,130000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,26,52000,26,52000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Okoli Nnaemeka Augustine Logistics - Novacare Ltd - NL,Nos,10,20000,10,20000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,10,20000,10,20000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,23,46000,23,46000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,42,105000,42,105000,0,0,0,0,2500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,246,733700,267,795650,0,0,21,61950,2982.52,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,33,165000,34,170000,0,0,1,5000,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,167,486000,167,486000,0,0,0,0,2910.18,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,109,545000,109,545000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,65,325000,65,325000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,47,94000,47,94000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,85,425000,85,425000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,168,503600,197,589150,0,0,29,85550,2997.619,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,10,18000,10,18000,0,0,0,0,1800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,37,74000,37,74000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,41,205000,41,205000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,4,8000,4,8000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,45,225000,47,235000,0,0,2,10000,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,7,9100,7,9100,0,0,0,0,1300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,65,371316.4,66,377028.96,0,0,1,5712.56,5712.56,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,17,47600,17,47600,0,0,0,0,2800,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,271,799450,289,852550,0,0,18,53100,2950,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,5,6244.95,5,6244.95,0,0,0,0,1248.99,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,1,1248.99,1,1248.99,0,0,0,0,1248.99,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,20,36000,20,36000,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,16,80000,16,80000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Omoga Victor Ohe-obe Logistics - Novacare Ltd - NL,Nos,27,81000,27,81000,0,0,0,0,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,FLYMARK LOGISTICS KD - Novacare Ltd - NL,Nos,32,160000,32,160000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,53,265000,53,265000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,9,18000,9,18000,0,0,0,0,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,38,68400,38,68400,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,123,615000,123,615000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,8,12800,8,12800,0,0,0,0,1600,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,201,1005000,201,1005000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Abu Momoh Logistics - Novacare Ltd - NL,Nos,35,93500,35,93500,0,0,0,0,2671.429,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Abu Momoh Logistics - Novacare Ltd - NL,Nos,74,370000,74,370000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Abu Momoh Logistics - Novacare Ltd - NL,Nos,39,195000,39,195000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,97,485000,97,485000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,5,6500,5,6500,0,0,0,0,1300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,37,185000,37,185000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,71,355000,71,355000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,56,280000,56,280000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,12,24000,12,24000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,32,160000,32,160000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,150,442500,151,445450,0,0,1,2950,2950,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,39,195000,39,195000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,11,22000,11,22000,0,0,0,0,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,2,2600,2,2600,0,0,0,0,1300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,89,311500,89,311500,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,33,165000,33,165000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,75,375000,75,375000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,126,630000,127,635000,0,0,1,5000,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Ibitoye adewale Logistics - Novacare Ltd - NL,Nos,101,505000,101,505000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,22,110000,23,115000,0,0,1,5000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,298,580486.12,299,582434.06,0,0,1,1947.94,1947.94,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,35,87500,35,87500,0,0,0,0,2500,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,13,16900,13,16900,0,0,0,0,1300,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,24,120000,24,120000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,144,288000,145,290000,0,0,1,2000,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,46,230000,46,230000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,82,287000,82,287000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,161,745000,161,745000,0,0,0,0,4627.329,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,118,590000,118,590000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,102,510000,102,510000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,110,550000,110,550000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,3,15000,3,15000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,95,475000,97,485000,0,0,2,10000,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Shittu Adebamke Yusuff Logistics - Novacare Ltd - NL,Nos,10,12489.9,10,12489.9,0,0,0,0,1248.99,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Shittu Adebamke Yusuff Logistics - Novacare Ltd - NL,Nos,64,260000,64,260000,0,0,0,0,4062.5,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,108,540000,108,540000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,85,425000,85,425000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,109,545000,109,545000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,114,570000,114,570000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,55,110000,55,110000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,14,70000,14,70000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,66,118800,66,118800,0,0,0,0,1800,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,15,27000,15,27000,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,112,560000,112,560000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,33,66000,33,66000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,58,290000,58,290000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,16,20800,16,20800,0,0,0,0,1300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,90,450000,90,450000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,31,62000,31,62000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,32,160000,32,160000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,22,44000,22,44000,0,0,0,0,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,4,4995.96,4,4995.96,0,0,0,0,1248.99,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,55,275000,55,275000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,13,26000,13,26000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,22,55000,22,55000,0,0,0,0,2500,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,5,6500,5,6500,0,0,0,0,1300,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,65,325000,65,325000,0,0,0,0,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Okora Samaro Matthew LOGISTICS - Novacare Ltd - NL,Nos,11,22000,11,22000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,122,550000,122,550000,0,0,0,0,4508.197,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,96,480000,96,480000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,39,195000,39,195000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,66,330000,66,330000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,24,120000,24,120000,0,0,0,0,5000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,4,5200,4,5200,0,0,0,0,1300,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,4,5200,4,5200,0,0,0,0,1300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,70,245000,70,245000,0,0,0,0,3500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,RAFH EXPRESS LOGISTICS ABUJA - Novacare Ltd - NL,Nos,15,30000,15,30000,0,0,0,0,2000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,94,470000,94,470000,0,0,0,0,5000,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,Olagunju Damilola Logistics - Novacare Ltd - NL,Nos,32,57600,32,57600,0,0,0,0,1800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,FLYMARK LOGISTICS KD - Novacare Ltd - NL,Nos,13,26000,13,26000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,588,1758600,605,1808750,0,0,17,50150,2990.816,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,71,355000,36,180000,35,175000,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,DINO LOGISTICS - Novacare Ltd - NL,Nos,921,1770108.51,921,1770108.51,0,0,0,0,1921.942,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,DINO LOGISTICS - Novacare Ltd - NL,Nos,65,182000,65,182000,0,0,0,0,2800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Changfa Jesse David - Novacare Ltd - NL,Nos,41,205000,41,205000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,NOVA XPRESS ABUJA - Novacare Ltd - NL,Nos,5035,9650634.85,5336,10227564.56,0,0,301,576929.71,1916.71,0,Novacare Ltd
